"med_spec","frequenc","wstatus","deg_urb","quantile","unit","geo","time","values"
"SURG_GEN","3-5","RET","DEG2","QU4","PC","EE",2017,27.9
"SURG_GEN","3-5","RET","DEG2","QU5","PC","EE",2017,
"SURG_GEN","3-5","RET","DEG2","TOTAL","PC","EE",2017,21.2
"SURG_GEN","3-5","RET","DEG3","QU1","PC","EE",2017,20
"SURG_GEN","3-5","RET","DEG3","QU2","PC","EE",2017,22.8
"SURG_GEN","3-5","RET","DEG3","QU3","PC","EE",2017,20.8
"SURG_GEN","3-5","RET","DEG3","QU4","PC","EE",2017,16.6
"SURG_GEN","3-5","RET","DEG3","QU5","PC","EE",2017,13.2
"SURG_GEN","3-5","RET","DEG3","TOTAL","PC","EE",2017,20.7
"SURG_GEN","3-5","RET","TOTAL","QU1","PC","EE",2017,21.9
"SURG_GEN","3-5","RET","TOTAL","QU2","PC","EE",2017,24.1
"SURG_GEN","3-5","RET","TOTAL","QU3","PC","EE",2017,22.2
"SURG_GEN","3-5","RET","TOTAL","QU4","PC","EE",2017,27.4
"SURG_GEN","3-5","RET","TOTAL","QU5","PC","EE",2017,20.8
"SURG_GEN","3-5","RET","TOTAL","TOTAL","PC","EE",2017,22.9
"SURG_GEN","3-5","UNE","DEG1","QU1","PC","EE",2017,6.5
"SURG_GEN","3-5","UNE","DEG1","QU2","PC","EE",2017,
"SURG_GEN","3-5","UNE","DEG1","QU3","PC","EE",2017,
"SURG_GEN","3-5","UNE","DEG1","QU4","PC","EE",2017,
"SURG_GEN","3-5","UNE","DEG1","QU5","PC","EE",2017,
"SURG_GEN","3-5","UNE","DEG1","TOTAL","PC","EE",2017,9
"SURG_GEN","3-5","UNE","DEG2","QU1","PC","EE",2017,
"SURG_GEN","3-5","UNE","DEG2","QU2","PC","EE",2017,
"SURG_GEN","3-5","UNE","DEG2","QU3","PC","EE",2017,
"SURG_GEN","3-5","UNE","DEG2","QU4","PC","EE",2017,
"SURG_GEN","3-5","UNE","DEG2","QU5","PC","EE",2017,
"SURG_GEN","3-5","UNE","DEG2","TOTAL","PC","EE",2017,13.7
"SURG_GEN","3-5","UNE","DEG3","QU1","PC","EE",2017,7.8
"SURG_GEN","3-5","UNE","DEG3","QU2","PC","EE",2017,0.8
"SURG_GEN","3-5","UNE","DEG3","QU3","PC","EE",2017,7.8
"SURG_GEN","3-5","UNE","DEG3","QU4","PC","EE",2017,
"SURG_GEN","3-5","UNE","DEG3","QU5","PC","EE",2017,
"SURG_GEN","3-5","UNE","DEG3","TOTAL","PC","EE",2017,6.8
"SURG_GEN","3-5","UNE","TOTAL","QU1","PC","EE",2017,8.3
"SURG_GEN","3-5","UNE","TOTAL","QU2","PC","EE",2017,5
"SURG_GEN","3-5","UNE","TOTAL","QU3","PC","EE",2017,6.1
"SURG_GEN","3-5","UNE","TOTAL","QU4","PC","EE",2017,7.3
"SURG_GEN","3-5","UNE","TOTAL","QU5","PC","EE",2017,
"SURG_GEN","3-5","UNE","TOTAL","TOTAL","PC","EE",2017,8.7
"SURG_GEN","6-9","EMP","DEG1","QU1","PC","EE",2017,1.2
"SURG_GEN","6-9","EMP","DEG1","QU2","PC","EE",2017,3.5
"SURG_GEN","6-9","EMP","DEG1","QU3","PC","EE",2017,6.1
"SURG_GEN","6-9","EMP","DEG1","QU4","PC","EE",2017,3.8
"SURG_GEN","6-9","EMP","DEG1","QU5","PC","EE",2017,3.2
"SURG_GEN","6-9","EMP","DEG1","TOTAL","PC","EE",2017,3.8
"SURG_GEN","6-9","EMP","DEG2","QU1","PC","EE",2017,3
"SURG_GEN","6-9","EMP","DEG2","QU2","PC","EE",2017,3.1
"SURG_GEN","6-9","EMP","DEG2","QU3","PC","EE",2017,2
"SURG_GEN","6-9","EMP","DEG2","QU4","PC","EE",2017,1.3
"SURG_GEN","6-9","EMP","DEG2","QU5","PC","EE",2017,1.9
"SURG_GEN","6-9","EMP","DEG2","TOTAL","PC","EE",2017,2.1
"SURG_GEN","6-9","EMP","DEG3","QU1","PC","EE",2017,0.6
"SURG_GEN","6-9","EMP","DEG3","QU2","PC","EE",2017,2.1
"SURG_GEN","6-9","EMP","DEG3","QU3","PC","EE",2017,1.4
"SURG_GEN","6-9","EMP","DEG3","QU4","PC","EE",2017,1.3
"SURG_GEN","6-9","EMP","DEG3","QU5","PC","EE",2017,1
"SURG_GEN","6-9","EMP","DEG3","TOTAL","PC","EE",2017,1.3
"SURG_GEN","6-9","EMP","TOTAL","QU1","PC","EE",2017,1.2
"SURG_GEN","6-9","EMP","TOTAL","QU2","PC","EE",2017,2.8
"SURG_GEN","6-9","EMP","TOTAL","QU3","PC","EE",2017,3.4
"SURG_GEN","6-9","EMP","TOTAL","QU4","PC","EE",2017,2.5
"SURG_GEN","6-9","EMP","TOTAL","QU5","PC","EE",2017,2.3
"SURG_GEN","6-9","EMP","TOTAL","TOTAL","PC","EE",2017,2.6
"SURG_GEN","6-9","INAC_OTH","DEG1","QU1","PC","EE",2017,8.2
"SURG_GEN","6-9","INAC_OTH","DEG1","QU2","PC","EE",2017,1.2
"SURG_GEN","6-9","INAC_OTH","DEG1","QU3","PC","EE",2017,12.6
"SURG_GEN","6-9","INAC_OTH","DEG1","QU4","PC","EE",2017,9.8
"SURG_GEN","6-9","INAC_OTH","DEG1","QU5","PC","EE",2017,6.8
"SURG_GEN","6-9","INAC_OTH","DEG1","TOTAL","PC","EE",2017,7.5
"SURG_GEN","6-9","INAC_OTH","DEG2","QU1","PC","EE",2017,2.5
"SURG_GEN","6-9","INAC_OTH","DEG2","QU2","PC","EE",2017,8.8
"SURG_GEN","6-9","INAC_OTH","DEG2","QU3","PC","EE",2017,7.4
"SURG_GEN","6-9","INAC_OTH","DEG2","QU4","PC","EE",2017,12.3
"SURG_GEN","6-9","INAC_OTH","DEG2","QU5","PC","EE",2017,
"SURG_GEN","6-9","INAC_OTH","DEG2","TOTAL","PC","EE",2017,6.6
"SURG_GEN","6-9","INAC_OTH","DEG3","QU1","PC","EE",2017,4.6
"SURG_GEN","6-9","INAC_OTH","DEG3","QU2","PC","EE",2017,4.2
"SURG_GEN","6-9","INAC_OTH","DEG3","QU3","PC","EE",2017,2.4
"SURG_GEN","6-9","INAC_OTH","DEG3","QU4","PC","EE",2017,3.1
"SURG_GEN","6-9","INAC_OTH","DEG3","QU5","PC","EE",2017,6.8
"SURG_GEN","6-9","INAC_OTH","DEG3","TOTAL","PC","EE",2017,4.1
"SURG_GEN","6-9","INAC_OTH","TOTAL","QU1","PC","EE",2017,5.7
"SURG_GEN","6-9","INAC_OTH","TOTAL","QU2","PC","EE",2017,3.7
"SURG_GEN","6-9","INAC_OTH","TOTAL","QU3","PC","EE",2017,6.7
"SURG_GEN","6-9","INAC_OTH","TOTAL","QU4","PC","EE",2017,7.4
"SURG_GEN","6-9","INAC_OTH","TOTAL","QU5","PC","EE",2017,6.4
"SURG_GEN","6-9","INAC_OTH","TOTAL","TOTAL","PC","EE",2017,5.8
"SURG_GEN","6-9","POP","DEG1","QU1","PC","EE",2017,4.6
"SURG_GEN","6-9","POP","DEG1","QU2","PC","EE",2017,5.1
"SURG_GEN","6-9","POP","DEG1","QU3","PC","EE",2017,6.4
"SURG_GEN","6-9","POP","DEG1","QU4","PC","EE",2017,4.5
"SURG_GEN","6-9","POP","DEG1","QU5","PC","EE",2017,3.3
"SURG_GEN","6-9","POP","DEG1","TOTAL","PC","EE",2017,4.7
"SURG_GEN","6-9","POP","DEG2","QU1","PC","EE",2017,3.5
"SURG_GEN","6-9","POP","DEG2","QU2","PC","EE",2017,4.5
"SURG_GEN","6-9","POP","DEG2","QU3","PC","EE",2017,3
"SURG_GEN","6-9","POP","DEG2","QU4","PC","EE",2017,2.4
"SURG_GEN","6-9","POP","DEG2","QU5","PC","EE",2017,2
"SURG_GEN","6-9","POP","DEG2","TOTAL","PC","EE",2017,3.2
"SURG_GEN","6-9","POP","DEG3","QU1","PC","EE",2017,2.7
"SURG_GEN","6-9","POP","DEG3","QU2","PC","EE",2017,2.4
"SURG_GEN","6-9","POP","DEG3","QU3","PC","EE",2017,1.9
"SURG_GEN","6-9","POP","DEG3","QU4","PC","EE",2017,1.5
"SURG_GEN","6-9","POP","DEG3","QU5","PC","EE",2017,2.1
"SURG_GEN","6-9","POP","DEG3","TOTAL","PC","EE",2017,2.2
"SURG_GEN","6-9","POP","TOTAL","QU1","PC","EE",2017,3.5
"SURG_GEN","6-9","POP","TOTAL","QU2","PC","EE",2017,3.8
"SURG_GEN","6-9","POP","TOTAL","QU3","PC","EE",2017,3.9
"SURG_GEN","6-9","POP","TOTAL","QU4","PC","EE",2017,3.1
"SURG_GEN","6-9","POP","TOTAL","QU5","PC","EE",2017,2.7
"SURG_GEN","6-9","POP","TOTAL","TOTAL","PC","EE",2017,3.4
"SURG_GEN","6-9","RET","DEG1","QU1","PC","EE",2017,5
"SURG_GEN","6-9","RET","DEG1","QU2","PC","EE",2017,8.2
"SURG_GEN","6-9","RET","DEG1","QU3","PC","EE",2017,3.7
"SURG_GEN","6-9","RET","DEG1","QU4","PC","EE",2017,4.1
"SURG_GEN","6-9","RET","DEG1","QU5","PC","EE",2017,1.9
"SURG_GEN","6-9","RET","DEG1","TOTAL","PC","EE",2017,5.8
"SURG_GEN","6-9","RET","DEG2","QU1","PC","EE",2017,4.3
"SURG_GEN","6-9","RET","DEG2","QU2","PC","EE",2017,4.8
"SURG_GEN","6-9","RET","DEG2","QU3","PC","EE",2017,3.7
"SURG_GEN","6-9","RET","DEG2","QU4","PC","EE",2017,3.1
"SURG_GEN","6-9","RET","DEG2","QU5","PC","EE",2017,
"SURG_GEN","6-9","RET","DEG2","TOTAL","PC","EE",2017,4.2
"SURG_GEN","6-9","RET","DEG3","QU1","PC","EE",2017,2.9
"SURG_GEN","6-9","RET","DEG3","QU2","PC","EE",2017,2.1
"SURG_GEN","6-9","RET","DEG3","QU3","PC","EE",2017,3.6
"SURG_GEN","6-9","RET","DEG3","QU4","PC","EE",2017,2.3
"SURG_GEN","6-9","RET","DEG3","QU5","PC","EE",2017,1.3
"SURG_GEN","6-9","RET","DEG3","TOTAL","PC","EE",2017,2.6
"SURG_GEN","6-9","RET","TOTAL","QU1","PC","EE",2017,3.9
"SURG_GEN","6-9","RET","TOTAL","QU2","PC","EE",2017,4.8
"SURG_GEN","6-9","RET","TOTAL","QU3","PC","EE",2017,3.6
"SURG_GEN","6-9","RET","TOTAL","QU4","PC","EE",2017,3.3
"SURG_GEN","6-9","RET","TOTAL","QU5","PC","EE",2017,1.4
"SURG_GEN","6-9","RET","TOTAL","TOTAL","PC","EE",2017,4
"SURG_GEN","6-9","UNE","DEG1","QU1","PC","EE",2017,4.9
"SURG_GEN","6-9","UNE","DEG1","QU2","PC","EE",2017,
"SURG_GEN","6-9","UNE","DEG1","QU3","PC","EE",2017,
"SURG_GEN","6-9","UNE","DEG1","QU4","PC","EE",2017,
"SURG_GEN","6-9","UNE","DEG1","QU5","PC","EE",2017,
"SURG_GEN","6-9","UNE","DEG1","TOTAL","PC","EE",2017,4.1
"SURG_GEN","6-9","UNE","DEG2","QU1","PC","EE",2017,
"SURG_GEN","6-9","UNE","DEG2","QU2","PC","EE",2017,
"SURG_GEN","6-9","UNE","DEG2","QU3","PC","EE",2017,
"SURG_GEN","6-9","UNE","DEG2","QU4","PC","EE",2017,
"SURG_GEN","6-9","UNE","DEG2","QU5","PC","EE",2017,
"SURG_GEN","6-9","UNE","DEG2","TOTAL","PC","EE",2017,3.5
"SURG_GEN","6-9","UNE","DEG3","QU1","PC","EE",2017,0
"SURG_GEN","6-9","UNE","DEG3","QU2","PC","EE",2017,6.5
"SURG_GEN","6-9","UNE","DEG3","QU3","PC","EE",2017,2.7
"SURG_GEN","6-9","UNE","DEG3","QU4","PC","EE",2017,
"SURG_GEN","6-9","UNE","DEG3","QU5","PC","EE",2017,
"SURG_GEN","6-9","UNE","DEG3","TOTAL","PC","EE",2017,5.2
"SURG_GEN","6-9","UNE","TOTAL","QU1","PC","EE",2017,2.8
"SURG_GEN","6-9","UNE","TOTAL","QU2","PC","EE",2017,3.5
"SURG_GEN","6-9","UNE","TOTAL","QU3","PC","EE",2017,4.8
"SURG_GEN","6-9","UNE","TOTAL","QU4","PC","EE",2017,5.3
"SURG_GEN","6-9","UNE","TOTAL","QU5","PC","EE",2017,
"SURG_GEN","6-9","UNE","TOTAL","TOTAL","PC","EE",2017,4.4
"SURG_GEN","GE10","EMP","DEG1","QU1","PC","EE",2017,1
"SURG_GEN","GE10","EMP","DEG1","QU2","PC","EE",2017,3.8
"SURG_GEN","GE10","EMP","DEG1","QU3","PC","EE",2017,0.8
"SURG_GEN","GE10","EMP","DEG1","QU4","PC","EE",2017,1.5
"SURG_GEN","GE10","EMP","DEG1","QU5","PC","EE",2017,2.1
"SURG_GEN","GE10","EMP","DEG1","TOTAL","PC","EE",2017,1.8
"SURG_GEN","GE10","EMP","DEG2","QU1","PC","EE",2017,0
"SURG_GEN","GE10","EMP","DEG2","QU2","PC","EE",2017,2
"SURG_GEN","GE10","EMP","DEG2","QU3","PC","EE",2017,0.9
"SURG_GEN","GE10","EMP","DEG2","QU4","PC","EE",2017,0.5
"SURG_GEN","GE10","EMP","DEG2","QU5","PC","EE",2017,0.3
"SURG_GEN","GE10","EMP","DEG2","TOTAL","PC","EE",2017,0.8
"SURG_GEN","GE10","EMP","DEG3","QU1","PC","EE",2017,0
"SURG_GEN","GE10","EMP","DEG3","QU2","PC","EE",2017,1.9
"SURG_GEN","GE10","EMP","DEG3","QU3","PC","EE",2017,0.9
"SURG_GEN","GE10","EMP","DEG3","QU4","PC","EE",2017,1.4
"SURG_GEN","GE10","EMP","DEG3","QU5","PC","EE",2017,0.7
"SURG_GEN","GE10","EMP","DEG3","TOTAL","PC","EE",2017,1.1
"SURG_GEN","GE10","EMP","TOTAL","QU1","PC","EE",2017,0.5
"SURG_GEN","GE10","EMP","TOTAL","QU2","PC","EE",2017,2.7
"SURG_GEN","GE10","EMP","TOTAL","QU3","PC","EE",2017,0.9
"SURG_GEN","GE10","EMP","TOTAL","QU4","PC","EE",2017,1.3
"SURG_GEN","GE10","EMP","TOTAL","QU5","PC","EE",2017,1.5
"SURG_GEN","GE10","EMP","TOTAL","TOTAL","PC","EE",2017,1.4
"SURG_GEN","GE10","INAC_OTH","DEG1","QU1","PC","EE",2017,8.3
"SURG_GEN","GE10","INAC_OTH","DEG1","QU2","PC","EE",2017,4.2
"SURG_GEN","GE10","INAC_OTH","DEG1","QU3","PC","EE",2017,12.5
"SURG_GEN","GE10","INAC_OTH","DEG1","QU4","PC","EE",2017,7.9
"SURG_GEN","GE10","INAC_OTH","DEG1","QU5","PC","EE",2017,7.6
"SURG_GEN","GE10","INAC_OTH","DEG1","TOTAL","PC","EE",2017,8
"SURG_GEN","GE10","INAC_OTH","DEG2","QU1","PC","EE",2017,7.7
"SURG_GEN","GE10","INAC_OTH","DEG2","QU2","PC","EE",2017,1.5
"SURG_GEN","GE10","INAC_OTH","DEG2","QU3","PC","EE",2017,1.5
"SURG_GEN","GE10","INAC_OTH","DEG2","QU4","PC","EE",2017,0
"SURG_GEN","GE10","INAC_OTH","DEG2","QU5","PC","EE",2017,
"SURG_GEN","GE10","INAC_OTH","DEG2","TOTAL","PC","EE",2017,4.3
"SURG_GEN","GE10","INAC_OTH","DEG3","QU1","PC","EE",2017,2.7
"SURG_GEN","GE10","INAC_OTH","DEG3","QU2","PC","EE",2017,1.9
"SURG_GEN","GE10","INAC_OTH","DEG3","QU3","PC","EE",2017,1.6
"SURG_GEN","GE10","INAC_OTH","DEG3","QU4","PC","EE",2017,3.5
"SURG_GEN","GE10","INAC_OTH","DEG3","QU5","PC","EE",2017,3.5
"SURG_GEN","GE10","INAC_OTH","DEG3","TOTAL","PC","EE",2017,2.5
"SURG_GEN","GE10","INAC_OTH","TOTAL","QU1","PC","EE",2017,5.4
"SURG_GEN","GE10","INAC_OTH","TOTAL","QU2","PC","EE",2017,2.7
"SURG_GEN","GE10","INAC_OTH","TOTAL","QU3","PC","EE",2017,5.4
"SURG_GEN","GE10","INAC_OTH","TOTAL","QU4","PC","EE",2017,4.9
"SURG_GEN","GE10","INAC_OTH","TOTAL","QU5","PC","EE",2017,6.4
"SURG_GEN","GE10","INAC_OTH","TOTAL","TOTAL","PC","EE",2017,4.9
"SURG_GEN","GE10","POP","DEG1","QU1","PC","EE",2017,3.8
"SURG_GEN","GE10","POP","DEG1","QU2","PC","EE",2017,3.5
"SURG_GEN","GE10","POP","DEG1","QU3","PC","EE",2017,1.9
"SURG_GEN","GE10","POP","DEG1","QU4","PC","EE",2017,2.3
"SURG_GEN","GE10","POP","DEG1","QU5","PC","EE",2017,2.3
"SURG_GEN","GE10","POP","DEG1","TOTAL","PC","EE",2017,2.8
"SURG_GEN","GE10","POP","DEG2","QU1","PC","EE",2017,2.5
"SURG_GEN","GE10","POP","DEG2","QU2","PC","EE",2017,1.4
"SURG_GEN","GE10","POP","DEG2","QU3","PC","EE",2017,1.1
"SURG_GEN","GE10","POP","DEG2","QU4","PC","EE",2017,0.4
"SURG_GEN","GE10","POP","DEG2","QU5","PC","EE",2017,1.3
"SURG_GEN","GE10","POP","DEG2","TOTAL","PC","EE",2017,1.4
"SURG_GEN","GE10","POP","DEG3","QU1","PC","EE",2017,1.9
"SURG_GEN","GE10","POP","DEG3","QU2","PC","EE",2017,1.6
"SURG_GEN","GE10","POP","DEG3","QU3","PC","EE",2017,1.2
"SURG_GEN","GE10","POP","DEG3","QU4","PC","EE",2017,1.7
"SURG_GEN","GE10","POP","DEG3","QU5","PC","EE",2017,1
"SURG_GEN","GE10","POP","DEG3","TOTAL","PC","EE",2017,1.5
"SURG_GEN","GE10","POP","TOTAL","QU1","PC","EE",2017,2.8
"SURG_GEN","GE10","POP","TOTAL","QU2","PC","EE",2017,2.3
"SURG_GEN","GE10","POP","TOTAL","QU3","PC","EE",2017,1.5
"SURG_GEN","GE10","POP","TOTAL","QU4","PC","EE",2017,1.8
"SURG_GEN","GE10","POP","TOTAL","QU5","PC","EE",2017,1.7
"SURG_GEN","GE10","POP","TOTAL","TOTAL","PC","EE",2017,2.1
"SURG_GEN","GE10","RET","DEG1","QU1","PC","EE",2017,3.6
"SURG_GEN","GE10","RET","DEG1","QU2","PC","EE",2017,3.3
"SURG_GEN","GE10","RET","DEG1","QU3","PC","EE",2017,0
"SURG_GEN","GE10","RET","DEG1","QU4","PC","EE",2017,2.6
"SURG_GEN","GE10","RET","DEG1","QU5","PC","EE",2017,0
"SURG_GEN","GE10","RET","DEG1","TOTAL","PC","EE",2017,3
"SURG_GEN","GE10","RET","DEG2","QU1","PC","EE",2017,2.3
"SURG_GEN","GE10","RET","DEG2","QU2","PC","EE",2017,0.9
"SURG_GEN","GE10","RET","DEG2","QU3","PC","EE",2017,2.5
"SURG_GEN","GE10","RET","DEG2","QU4","PC","EE",2017,0
"SURG_GEN","GE10","RET","DEG2","QU5","PC","EE",2017,
"SURG_GEN","GE10","RET","DEG2","TOTAL","PC","EE",2017,1.6
"SURG_GEN","GE10","RET","DEG3","QU1","PC","EE",2017,2.4
"SURG_GEN","GE10","RET","DEG3","QU2","PC","EE",2017,1.3
"SURG_GEN","GE10","RET","DEG3","QU3","PC","EE",2017,2.2
"SURG_GEN","GE10","RET","DEG3","QU4","PC","EE",2017,0
"SURG_GEN","GE10","RET","DEG3","QU5","PC","EE",2017,1
"SURG_GEN","GE10","RET","DEG3","TOTAL","PC","EE",2017,1.9
"SURG_GEN","GE10","RET","TOTAL","QU1","PC","EE",2017,2.8
"SURG_GEN","GE10","RET","TOTAL","QU2","PC","EE",2017,1.9
"SURG_GEN","GE10","RET","TOTAL","QU3","PC","EE",2017,1.5
"SURG_GEN","GE10","RET","TOTAL","QU4","PC","EE",2017,1.3
"SURG_GEN","GE10","RET","TOTAL","QU5","PC","EE",2017,0.4
"SURG_GEN","GE10","RET","TOTAL","TOTAL","PC","EE",2017,2.2
"SURG_GEN","GE10","UNE","DEG1","QU1","PC","EE",2017,4.3
"SURG_GEN","GE10","UNE","DEG1","QU2","PC","EE",2017,
"SURG_GEN","GE10","UNE","DEG1","QU3","PC","EE",2017,
"SURG_GEN","GE10","UNE","DEG1","QU4","PC","EE",2017,
"SURG_GEN","GE10","UNE","DEG1","QU5","PC","EE",2017,
"SURG_GEN","GE10","UNE","DEG1","TOTAL","PC","EE",2017,4
"SURG_GEN","GE10","UNE","DEG2","QU1","PC","EE",2017,
"SURG_GEN","GE10","UNE","DEG2","QU2","PC","EE",2017,
"SURG_GEN","GE10","UNE","DEG2","QU3","PC","EE",2017,
"SURG_GEN","GE10","UNE","DEG2","QU4","PC","EE",2017,
"SURG_GEN","GE10","UNE","DEG2","QU5","PC","EE",2017,
"SURG_GEN","GE10","UNE","DEG2","TOTAL","PC","EE",2017,0
"SURG_GEN","GE10","UNE","DEG3","QU1","PC","EE",2017,0
"SURG_GEN","GE10","UNE","DEG3","QU2","PC","EE",2017,0
"SURG_GEN","GE10","UNE","DEG3","QU3","PC","EE",2017,0
"SURG_GEN","GE10","UNE","DEG3","QU4","PC","EE",2017,
"SURG_GEN","GE10","UNE","DEG3","QU5","PC","EE",2017,
"SURG_GEN","GE10","UNE","DEG3","TOTAL","PC","EE",2017,1.2
"SURG_GEN","GE10","UNE","TOTAL","QU1","PC","EE",2017,2.5
"SURG_GEN","GE10","UNE","TOTAL","QU2","PC","EE",2017,0
"SURG_GEN","GE10","UNE","TOTAL","QU3","PC","EE",2017,0
"SURG_GEN","GE10","UNE","TOTAL","QU4","PC","EE",2017,11.6
"SURG_GEN","GE10","UNE","TOTAL","QU5","PC","EE",2017,
"SURG_GEN","GE10","UNE","TOTAL","TOTAL","PC","EE",2017,2.4
"SURG_GEN","NVR","EMP","DEG1","QU1","PC","EE",2017,50.4
"SURG_GEN","NVR","EMP","DEG1","QU2","PC","EE",2017,52.6
"SURG_GEN","NVR","EMP","DEG1","QU3","PC","EE",2017,50.9
"SURG_GEN","NVR","EMP","DEG1","QU4","PC","EE",2017,44
"SURG_GEN","NVR","EMP","DEG1","QU5","PC","EE",2017,42.9
"SURG_GEN","NVR","EMP","DEG1","TOTAL","PC","EE",2017,46.7
"SURG_GEN","NVR","EMP","DEG2","QU1","PC","EE",2017,56.1
"SURG_GEN","NVR","EMP","DEG2","QU2","PC","EE",2017,53.7
"SURG_GEN","NVR","EMP","DEG2","QU3","PC","EE",2017,53.1
"SURG_GEN","NVR","EMP","DEG2","QU4","PC","EE",2017,57.2
"SURG_GEN","NVR","EMP","DEG2","QU5","PC","EE",2017,57.8
"SURG_GEN","NVR","EMP","DEG2","TOTAL","PC","EE",2017,55.5
"SURG_GEN","NVR","EMP","DEG3","QU1","PC","EE",2017,59.2
"SURG_GEN","NVR","EMP","DEG3","QU2","PC","EE",2017,54.4
"SURG_GEN","NVR","EMP","DEG3","QU3","PC","EE",2017,57.9
"SURG_GEN","NVR","EMP","DEG3","QU4","PC","EE",2017,54.7
"SURG_GEN","NVR","EMP","DEG3","QU5","PC","EE",2017,54.9
"SURG_GEN","NVR","EMP","DEG3","TOTAL","PC","EE",2017,55.9
"SURG_GEN","NVR","EMP","TOTAL","QU1","PC","EE",2017,54.7
"SURG_GEN","NVR","EMP","TOTAL","QU2","PC","EE",2017,53.5
"SURG_GEN","NVR","EMP","TOTAL","QU3","PC","EE",2017,54.2
"SURG_GEN","NVR","EMP","TOTAL","QU4","PC","EE",2017,49.9
"SURG_GEN","NVR","EMP","TOTAL","QU5","PC","EE",2017,48.4
"SURG_GEN","NVR","EMP","TOTAL","TOTAL","PC","EE",2017,51.5
"SURG_GEN","NVR","INAC_OTH","DEG1","QU1","PC","EE",2017,33.6
"SURG_GEN","NVR","INAC_OTH","DEG1","QU2","PC","EE",2017,26.5
"SURG_GEN","NVR","INAC_OTH","DEG1","QU3","PC","EE",2017,30.9
"SURG_GEN","NVR","INAC_OTH","DEG1","QU4","PC","EE",2017,31.1
"SURG_GEN","NVR","INAC_OTH","DEG1","QU5","PC","EE",2017,33.6
"SURG_GEN","NVR","INAC_OTH","DEG1","TOTAL","PC","EE",2017,31.3
"SURG_GEN","NVR","INAC_OTH","DEG2","QU1","PC","EE",2017,48.9
"SURG_GEN","NVR","INAC_OTH","DEG2","QU2","PC","EE",2017,25.7
"SURG_GEN","NVR","INAC_OTH","DEG2","QU3","PC","EE",2017,31.4
"SURG_GEN","NVR","INAC_OTH","DEG2","QU4","PC","EE",2017,59
"SURG_GEN","NVR","INAC_OTH","DEG2","QU5","PC","EE",2017,
"SURG_GEN","NVR","INAC_OTH","DEG2","TOTAL","PC","EE",2017,41.5
"SURG_GEN","NVR","INAC_OTH","DEG3","QU1","PC","EE",2017,39.8
"SURG_GEN","NVR","INAC_OTH","DEG3","QU2","PC","EE",2017,49.9
"SURG_GEN","NVR","INAC_OTH","DEG3","QU3","PC","EE",2017,46.6
"SURG_GEN","NVR","INAC_OTH","DEG3","QU4","PC","EE",2017,51.3
"SURG_GEN","NVR","INAC_OTH","DEG3","QU5","PC","EE",2017,42.3
"SURG_GEN","NVR","INAC_OTH","DEG3","TOTAL","PC","EE",2017,44.8
"SURG_GEN","NVR","INAC_OTH","TOTAL","QU1","PC","EE",2017,38.5
"SURG_GEN","NVR","INAC_OTH","TOTAL","QU2","PC","EE",2017,36.7
"SURG_GEN","NVR","INAC_OTH","TOTAL","QU3","PC","EE",2017,39
"SURG_GEN","NVR","INAC_OTH","TOTAL","QU4","PC","EE",2017,43.5
"SURG_GEN","NVR","INAC_OTH","TOTAL","QU5","PC","EE",2017,39.5
"SURG_GEN","NVR","INAC_OTH","TOTAL","TOTAL","PC","EE",2017,39
"SURG_GEN","NVR","POP","DEG1","QU1","PC","EE",2017,40.9
"SURG_GEN","NVR","POP","DEG1","QU2","PC","EE",2017,38.5
"SURG_GEN","NVR","POP","DEG1","QU3","PC","EE",2017,45.5
"SURG_GEN","NVR","POP","DEG1","QU4","PC","EE",2017,42
"SURG_GEN","NVR","POP","DEG1","QU5","PC","EE",2017,41.9
"SURG_GEN","NVR","POP","DEG1","TOTAL","PC","EE",2017,41.7
"SURG_GEN","NVR","POP","DEG2","QU1","PC","EE",2017,48.3
"SURG_GEN","NVR","POP","DEG2","QU2","PC","EE",2017,44.1
"SURG_GEN","NVR","POP","DEG2","QU3","PC","EE",2017,50.2
"SURG_GEN","NVR","POP","DEG2","QU4","PC","EE",2017,57
"SURG_GEN","NVR","POP","DEG2","QU5","PC","EE",2017,57.2
"SURG_GEN","NVR","POP","DEG2","TOTAL","PC","EE",2017,50.6
"SURG_GEN","NVR","POP","DEG3","QU1","PC","EE",2017,49.5
"SURG_GEN","NVR","POP","DEG3","QU2","PC","EE",2017,47.4
"SURG_GEN","NVR","POP","DEG3","QU3","PC","EE",2017,54
"SURG_GEN","NVR","POP","DEG3","QU4","PC","EE",2017,53.5
"SURG_GEN","NVR","POP","DEG3","QU5","PC","EE",2017,52.4
"SURG_GEN","NVR","POP","DEG3","TOTAL","PC","EE",2017,51
"SURG_GEN","NVR","POP","TOTAL","QU1","PC","EE",2017,45.9
"SURG_GEN","NVR","POP","TOTAL","QU2","PC","EE",2017,43.4
"SURG_GEN","NVR","POP","TOTAL","QU3","PC","EE",2017,50
"SURG_GEN","NVR","POP","TOTAL","QU4","PC","EE",2017,48.5
"SURG_GEN","NVR","POP","TOTAL","QU5","PC","EE",2017,47.2
"SURG_GEN","NVR","POP","TOTAL","TOTAL","PC","EE",2017,46.8
"SURG_GEN","NVR","RET","DEG1","QU1","PC","EE",2017,34.6
"SURG_GEN","NVR","RET","DEG1","QU2","PC","EE",2017,27.3
"SURG_GEN","NVR","RET","DEG1","QU3","PC","EE",2017,19.8
