"unit","med_spec","geo","time","values"
"NR","MED_DER","PT",2012,345
"NR","MED_DER","RO",2012,845
"NR","MED_DER","RS",2012,254
"NR","MED_DER","SE",2012,372
"NR","MED_DER","SI",2012,69
"NR","MED_DER","TR",2012,1924
"NR","MED_DER","UK",2012,2352
"NR","MED_END","BE",2012,248
"NR","MED_END","BG",2012,392
"NR","MED_END","CH",2012,174
"NR","MED_END","CZ",2012,0
"NR","MED_END","DE",2012,576
"NR","MED_END","DK",2012,196
"NR","MED_END","EE",2012,43
"NR","MED_END","EL",2012,601
"NR","MED_END","ES",2012,1655
"NR","MED_END","FI",2012,47
"NR","MED_END","FR",2012,1737
"NR","MED_END","IE",2012,103
"NR","MED_END","IS",2012,19
"NR","MED_END","IT",2012,2321
"NR","MED_END","LI",2012,0
"NR","MED_END","LT",2012,178
"NR","MED_END","LU",2012,6
"NR","MED_END","LV",2012,58
"NR","MED_END","MK",2012,17
"NR","MED_END","MT",2012,13
"NR","MED_END","NO",2012,68
"NR","MED_END","PL",2012,789
"NR","MED_END","PT",2012,205
"NR","MED_END","RO",2012,478
"NR","MED_END","RS",2012,132
"NR","MED_END","SE",2012,226
"NR","MED_END","TR",2012,476
"NR","MED_END","UK",2012,1448
"NR","MED_GAS","AT",2012,0
"NR","MED_GAS","BE",2012,624
"NR","MED_GAS","BG",2012,437
"NR","MED_GAS","CH",2012,318
"NR","MED_GAS","CZ",2012,398
"NR","MED_GAS","DE",2012,2870
"NR","MED_GAS","DK",2012,180
"NR","MED_GAS","EE",2012,41
"NR","MED_GAS","EL",2012,706
"NR","MED_GAS","ES",2012,2653
"NR","MED_GAS","FI",2012,109
"NR","MED_GAS","FR",2012,3556
"NR","MED_GAS","IE",2012,149
"NR","MED_GAS","IS",2012,21
"NR","MED_GAS","IT",2012,3776
"NR","MED_GAS","LI",2012,0
"NR","MED_GAS","LT",2012,142
"NR","MED_GAS","LU",2012,17
"NR","MED_GAS","LV",2012,48
"NR","MED_GAS","MK",2012,20
"NR","MED_GAS","MT",2012,8
"NR","MED_GAS","NL",2012,600
"NR","MED_GAS","NO",2012,169
"NR","MED_GAS","PL",2012,661
"NR","MED_GAS","PT",2012,489
"NR","MED_GAS","RO",2012,451
"NR","MED_GAS","RS",2012,112
"NR","MED_GAS","SE",2012,254
"NR","MED_GAS","SI",2012,11
"NR","MED_GAS","TR",2012,670
"NR","MED_GAS","UK",2012,2427
"NR","MED_HAE","AT",2012,57
"NR","MED_HAE","BE",2012,124
"NR","MED_HAE","BG",2012,342
"NR","MED_HAE","CH",2012,140
"NR","MED_HAE","CZ",2012,507
"NR","MED_HAE","DE",2012,410
"NR","MED_HAE","DK",2012,110
"NR","MED_HAE","EE",2012,46
"NR","MED_HAE","EL",2012,469
"NR","MED_HAE","ES",2012,2713
"NR","MED_HAE","FI",2012,69
"NR","MED_HAE","FR",2012,477
"NR","MED_HAE","HR",2012,125
"NR","MED_HAE","IE",2012,106
"NR","MED_HAE","IS",2012,8
"NR","MED_HAE","IT",2012,3416
"NR","MED_HAE","LI",2012,0
"NR","MED_HAE","LT",2012,90
"NR","MED_HAE","LU",2012,1
"NR","MED_HAE","LV",2012,35
"NR","MED_HAE","MK",2012,83
"NR","MED_HAE","MT",2012,11
"NR","MED_HAE","NO",2012,67
"NR","MED_HAE","PL",2012,461
"NR","MED_HAE","PT",2012,201
"NR","MED_HAE","RO",2012,219
"NR","MED_HAE","RS",2012,63
"NR","MED_HAE","SE",2012,218
"NR","MED_HAE","SI",2012,41
"NR","MED_HAE","TR",2012,340
"NR","MED_HAE","UK",2012,1758
"NR","MED_IMM","AT",2012,13
"NR","MED_IMM","BE",2012,412
"NR","MED_IMM","BG",2012,251
"NR","MED_IMM","CH",2012,420
"NR","MED_IMM","CZ",2012,593
"NR","MED_IMM","DE",2012,801
"NR","MED_IMM","DK",2012,260
"NR","MED_IMM","EE",2012,40
"NR","MED_IMM","EL",2012,437
"NR","MED_IMM","ES",2012,2265
"NR","MED_IMM","FI",2012,105
"NR","MED_IMM","FR",2012,2611
"NR","MED_IMM","IE",2012,97
"NR","MED_IMM","IS",2012,27
"NR","MED_IMM","IT",2012,2520
"NR","MED_IMM","LI",2012,1
"NR","MED_IMM","LT",2012,114
"NR","MED_IMM","LU",2012,19
"NR","MED_IMM","LV",2012,36
"NR","MED_IMM","ME",2012,2
"NR","MED_IMM","MK",2012,1
"NR","MED_IMM","MT",2012,7
"NR","MED_IMM","NL",2012,377
"NR","MED_IMM","NO",2012,152
"NR","MED_IMM","PL",2012,1819
"NR","MED_IMM","PT",2012,573
"NR","MED_IMM","RO",2012,555
"NR","MED_IMM","RS",2012,59
"NR","MED_IMM","SE",2012,505
"NR","MED_IMM","SI",2012,8
"NR","MED_IMM","TR",2012,330
"NR","MED_IMM","UK",2012,1261
"NR","MED_INT","AT",2012,3993
"NR","MED_INT","BE",2012,1427
"NR","MED_INT","BG",2012,1670
"NR","MED_INT","CH",2012,332
"NR","MED_INT","CZ",2012,5890
"NR","MED_INT","DE",2012,29408
"NR","MED_INT","DK",2012,303
"NR","MED_INT","EE",2012,187
"NR","MED_INT","EL",2012,1672
"NR","MED_INT","ES",2012,10475
"NR","MED_INT","FI",2012,987
"NR","MED_INT","FR",2012,3817
"NR","MED_INT","HR",2012,1932
"NR","MED_INT","IE",2012,1275
"NR","MED_INT","IS",2012,79
"NR","MED_INT","IT",2012,24946
"NR","MED_INT","LI",2012,20
"NR","MED_INT","LT",2012,1321
"NR","MED_INT","LU",2012,133
"NR","MED_INT","LV",2012,520
"NR","MED_INT","ME",2012,172
"NR","MED_INT","MK",2012,750
"NR","MED_INT","MT",2012,93
"NR","MED_INT","NL",2012,3106
"NR","MED_INT","NO",2012,460
"NR","MED_INT","PL",2012,16153
"NR","MED_INT","PT",2012,2244
"NR","MED_INT","RO",2012,5496
"NR","MED_INT","RS",2012,1775
"NR","MED_INT","SE",2012,2510
"NR","MED_INT","SI",2012,865
"NR","MED_INT","TR",2012,11674
"NR","MED_INT","UK",2012,11003
"NR","MED_MIC","AT",2012,116
"NR","MED_MIC","BE",2012,298
"NR","MED_MIC","BG",2012,442
"NR","MED_MIC","CH",2012,149
"NR","MED_MIC","CZ",2012,264
"NR","MED_MIC","DE",2012,749
"NR","MED_MIC","DK",2012,69
"NR","MED_MIC","EE",2012,0
"NR","MED_MIC","EL",2012,3329
"NR","MED_MIC","ES",2012,2705
"NR","MED_MIC","FI",2012,83
"NR","MED_MIC","FR",2012,2825
"NR","MED_MIC","HR",2012,163
"NR","MED_MIC","IE",2012,92
"NR","MED_MIC","IS",2012,8
"NR","MED_MIC","IT",2012,1154
"NR","MED_MIC","LI",2012,0
"NR","MED_MIC","LT",2012,35
"NR","MED_MIC","LU",2012,0
"NR","MED_MIC","LV",2012,22
"NR","MED_MIC","ME",2012,22
"NR","MED_MIC","MK",2012,61
"NR","MED_MIC","MT",2012,8
"NR","MED_MIC","NL",2012,336
"NR","MED_MIC","NO",2012,63
"NR","MED_MIC","PL",2012,38
"NR","MED_MIC","PT",2012,37
"NR","MED_MIC","RS",2012,258
"NR","MED_MIC","SE",2012,126
"NR","MED_MIC","SI",2012,11
"NR","MED_MIC","TR",2012,1670
"NR","MED_MIC","UK",2012,900
"NR","MED_NEU","AT",2012,948
"NR","MED_NEU","BE",2012,472
"NR","MED_NEU","BG",2012,1177
"NR","MED_NEU","CH",2012,493
"NR","MED_NEU","CZ",2012,1545
"NR","MED_NEU","DE",2012,5490
"NR","MED_NEU","DK",2012,303
"NR","MED_NEU","EE",2012,124
"NR","MED_NEU","EL",2012,741
"NR","MED_NEU","ES",2012,2645
"NR","MED_NEU","FI",2012,486
"NR","MED_NEU","FR",2012,2223
"NR","MED_NEU","HR",2012,376
"NR","MED_NEU","IE",2012,100
"NR","MED_NEU","IS",2012,23
"NR","MED_NEU","IT",2012,6859
"NR","MED_NEU","LI",2012,0
"NR","MED_NEU","LT",2012,502
"NR","MED_NEU","LU",2012,33
"NR","MED_NEU","LV",2012,234
"NR","MED_NEU","ME",2012,21
"NR","MED_NEU","MK",2012,79
"NR","MED_NEU","MT",2012,13
"NR","MED_NEU","NL",2012,1171
"NR","MED_NEU","NO",2012,299
"NR","MED_NEU","PL",2012,3112
"NR","MED_NEU","PT",2012,425
"NR","MED_NEU","RO",2012,1290
"NR","MED_NEU","RS",2012,353
"NR","MED_NEU","SE",2012,561
"NR","MED_NEU","SI",2012,92
"NR","MED_NEU","TR",2012,2746
"NR","MED_NEU","UK",2012,1578
"NR","MED_OCC","AT",2012,332
"NR","MED_OCC","BE",2012,460
"NR","MED_OCC","BG",2012,800
"NR","MED_OCC","CH",2012,76
"NR","MED_OCC","CZ",2012,664
"NR","MED_OCC","DE",2012,1762
"NR","MED_OCC","DK",2012,142
"NR","MED_OCC","EE",2012,54
"NR","MED_OCC","EL",2012,127
"NR","MED_OCC","ES",2012,1342
"NR","MED_OCC","FI",2012,771
"NR","MED_OCC","FR",2012,7328
"NR","MED_OCC","HR",2012,522
"NR","MED_OCC","IE",2012,223
"NR","MED_OCC","IS",2012,15
"NR","MED_OCC","IT",2012,4012
"NR","MED_OCC","LI",2012,0
"NR","MED_OCC","LT",2012,15
"NR","MED_OCC","LU",2012,0
"NR","MED_OCC","LV",2012,53
"NR","MED_OCC","ME",2012,111
"NR","MED_OCC","MK",2012,81
"NR","MED_OCC","MT",2012,9
"NR","MED_OCC","NL",2012,2624
"NR","MED_OCC","NO",2012,315
"NR","MED_OCC","PL",2012,1560
"NR","MED_OCC","PT",2012,1379
"NR","MED_OCC","RO",2012,2884
"NR","MED_OCC","RS",2012,808
"NR","MED_OCC","SE",2012,62
"NR","MED_OCC","SI",2012,245
"NR","MED_OCC","TR",2012,690
"NR","MED_OCC","UK",2012,1952
"NR","MED_ONC","BE",2012,430
"NR","MED_ONC","BG",2012,95
"NR","MED_ONC","CH",2012,288
"NR","MED_ONC","CZ",2012,293
"NR","MED_ONC","DE",2012,2416
"NR","MED_ONC","DK",2012,151
"NR","MED_ONC","EE",2012,37
"NR","MED_ONC","EL",2012,226
"NR","MED_ONC","ES",2012,1708
"NR","MED_ONC","FI",2012,157
"NR","MED_ONC","FR",2012,799
"NR","MED_ONC","IE",2012,191
"NR","MED_ONC","IS",2012,18
"NR","MED_ONC","IT",2012,4438
"NR","MED_ONC","LI",2012,0
"NR","MED_ONC","LT",2012,74
"NR","MED_ONC","LU",2012,1
"NR","MED_ONC","LV",2012,69
"NR","MED_ONC","MK",2012,37
"NR","MED_ONC","MT",2012,3
"NR","MED_ONC","NO",2012,160
"NR","MED_ONC","PL",2012,1239
"NR","MED_ONC","PT",2012,240
"NR","MED_ONC","RO",2012,455
"NR","MED_ONC","RS",2012,36
"NR","MED_ONC","SE",2012,520
"NR","MED_ONC","SI",2012,20
"NR","MED_ONC","TR",2012,414
"NR","MED_ONC","UK",2012,2341
"NR","MED_ORL","AT",2012,645
"NR","MED_ORL","BE",2012,622
"NR","MED_ORL","BG",2012,522
"NR","MED_ORL","CH",2012,414
"NR","MED_ORL","CZ",2012,1029
"NR","MED_ORL","DE",2012,5662
"NR","MED_ORL","DK",2012,344
"NR","MED_ORL","EE",2012,102
"NR","MED_ORL","EL",2012,1283
"NR","MED_ORL","ES",2012,2254
"NR","MED_ORL","FI",2012,350
"NR","MED_ORL","FR",2012,3056
"NR","MED_ORL","HR",2012,270
"NR","MED_ORL","IE",2012,113
"NR","MED_ORL","IS",2012,21
"NR","MED_ORL","IT",2012,4198
"NR","MED_ORL","LI",2012,2
"NR","MED_ORL","LT",2012,313
"NR","MED_ORL","LU",2012,39
"NR","MED_ORL","LV",2012,148
"NR","MED_ORL","ME",2012,26
"NR","MED_ORL","MK",2012,115
"NR","MED_ORL","MT",2012,17
"NR","MED_ORL","NL",2012,580
"NR","MED_ORL","NO",2012,283
"NR","MED_ORL","PL",2012,1930
"NR","MED_ORL","PT",2012,586
"NR","MED_ORL","RO",2012,1052
"NR","MED_ORL","RS",2012,407
"NR","MED_ORL","SE",2012,659
"NR","MED_ORL","SI",2012,83
"NR","MED_ORL","TR",2012,3422
"NR","MED_ORL","UK",2012,2021
"NR","MED_PAT","AT",2012,312
"NR","MED_PAT","BE",2012,290
"NR","MED_PAT","BG",2012,346
"NR","MED_PAT","CH",2012,213
"NR","MED_PAT","CZ",2012,489
"NR","MED_PAT","DE",2012,1585
"NR","MED_PAT","DK",2012,193
"NR","MED_PAT","EE",2012,42
"NR","MED_PAT","EL",2012,3213
"NR","MED_PAT","ES",2012,2091
"NR","MED_PAT","FI",2012,187
"NR","MED_PAT","FR",2012,1550
"NR","MED_PAT","HR",2012,258
"NR","MED_PAT","IE",2012,265
"NR","MED_PAT","IS",2012,26
"NR","MED_PAT","IT",2012,1259
"NR","MED_PAT","LI",2012,0
"NR","MED_PAT","LT",2012,159
"NR","MED_PAT","LU",2012,0
"NR","MED_PAT","LV",2012,41
"NR","MED_PAT","ME",2012,11
"NR","MED_PAT","MK",2012,51
"NR","MED_PAT","MT",2012,14
"NR","MED_PAT","NL",2012,488
"NR","MED_PAT","NO",2012,172
"NR","MED_PAT","PL",2012,521
"NR","MED_PAT","PT",2012,1077
"NR","MED_PAT","RO",2012,772
"NR","MED_PAT","RS",2012,178
"NR","MED_PAT","SE",2012,357
"NR","MED_PAT","SI",2012,55
"NR","MED_PAT","TR",2012,1923
"NR","MED_PAT","UK",2012,2240
"NR","MED_RAD","AT",2012,1393
"NR","MED_RAD","BE",2012,1440
"NR","MED_RAD","BG",2012,990
"NR","MED_RAD","CH",2012,880
"NR","MED_RAD","CZ",2012,1882
"NR","MED_RAD","DE",2012,9076
"NR","MED_RAD","DK",2012,596
"NR","MED_RAD","EE",2012,189
"NR","MED_RAD","EL",2012,2664
"NR","MED_RAD","ES",2012,7313
"NR","MED_RAD","FI",2012,682
"NR","MED_RAD","FR",2012,9855
"NR","MED_RAD","HR",2012,764
"NR","MED_RAD","IE",2012,437
"NR","MED_RAD","IS",2012,33
"NR","MED_RAD","IT",2012,1404
"NR","MED_RAD","LI",2012,3
"NR","MED_RAD","LT",2012,618
"NR","MED_RAD","LU",2012,76
"NR","MED_RAD","LV",2012,274
"NR","MED_RAD","ME",2012,80
"NR","MED_RAD","MK",2012,143
"NR","MED_RAD","MT",2012,34
"NR","MED_RAD","NL",2012,1941
"NR","MED_RAD","NO",2012,599
"NR","MED_RAD","PL",2012,3569
"NR","MED_RAD","PT",2012,1235
"NR","MED_RAD","RO",2012,1870
"NR","MED_RAD","RS",2012,891
"NR","MED_RAD","SE",2012,1415
"NR","MED_RAD","SI",2012,254
"NR","MED_RAD","TR",2012,5208
"NR","MED_RAD","UK",2012,4487
"NR","MED_RES","AT",2012,397
"NR","MED_RES","BE",2012,489
"NR","MED_RES","BG",2012,512
"NR","MED_RES","CH",2012,248
"NR","MED_RES","CZ",2012,625
"NR","MED_RES","DE",2012,1989
"NR","MED_RES","DK",2012,133
"NR","MED_RES","EE",2012,69
"NR","MED_RES","EL",2012,1436
"NR","MED_RES","ES",2012,2513
"NR","MED_RES","FI",2012,205
"NR","MED_RES","FR",2012,2848
"NR","MED_RES","HR",2012,91
"NR","MED_RES","IE",2012,143
"NR","MED_RES","IS",2012,15
"NR","MED_RES","IT",2012,3661
"NR","MED_RES","LI",2012,0
"NR","MED_RES","LT",2012,238
"NR","MED_RES","LU",2012,22
"NR","MED_RES","LV",2012,104
"NR","MED_RES","ME",2012,28
"NR","MED_RES","MK",2012,51
"NR","MED_RES","MT",2012,9
"NR","MED_RES","NL",2012,800
"NR","MED_RES","NO",2012,154
"NR","MED_RES","PL",2012,1582
"NR","MED_RES","PT",2012,565
"NR","MED_RES","RO",2012,1126
"NR","MED_RES","RS",2012,480
"NR","MED_RES","SE",2012,180
"NR","MED_RES","SI",2012,35
"NR","MED_RES","TR",2012,2319
"NR","MED_RES","UK",2012,2333
"NR","NSP","AT",2012,6777
"NR","NSP","BE",2012,389
"NR","NSP","BG",2012,0
"NR","NSP","CH",2012,4737
"NR","NSP","CZ",2012,522
"NR","NSP","DE",2012,0
"NR","NSP","DK",2012,7871
"NR","NSP","EE",2012,384
"NR","NSP","EL",2012,19266
"NR","NSP","FI",2012,732
"NR","NSP","HR",2012,0
"NR","NSP","IE",2012,44
"NR","NSP","IS",2012,255
"NR","NSP","LI",2012,0
"NR","NSP","LT",2012,0
"NR","NSP","LU",2012,0
"NR","NSP","LV",2012,0
"NR","NSP","ME",2012,0
"NR","NSP","MK",2012,0
"NR","NSP","MT",2012,387
"NR","NSP","NL",2012,0
"NR","NSP","NO",2012,8437
"NR","NSP","PL",2012,0
"NR","NSP","RO",2012,0
"NR","NSP","RS",2012,0
"NR","NSP","SE",2012,12036
"NR","NSP","SI",2012,153
"NR","OTH","AT",2012,65
"NR","OTH","BG",2012,3978
"NR","OTH","CH",2012,188
"NR","OTH","DE",2012,2262
"NR","OTH","DK",2012,101
"NR","OTH","EE",2012,138
"NR","OTH","EL",2012,456
"NR","OTH","ES",2012,601
"NR","OTH","FI",2012,203
"NR","OTH","FR",2012,1920
"NR","OTH","HR",2012,51
"NR","OTH","IE",2012,51
"NR","OTH","IS",2012,1
"NR","OTH","IT",2012,0
"NR","OTH","LI",2012,0
"NR","OTH","LT",2012,198
"NR","OTH","LU",2012,12
"NR","OTH","LV",2012,724
"NR","OTH","ME",2012,0
"NR","OTH","MK",2012,296
"NR","OTH","NL",2012,3544
"NR","OTH","NO",2012,234
"NR","OTH","PL",2012,318
"NR","OTH","PT",2012,682
"NR","OTH","RO",2012,457
"NR","OTH","RS",2012,1467
"NR","OTH","SE",2012,1188
"NR","OTH","SI",2012,26
"NR","OTH","TR",2012,4920
"NR","OTH","UK",2012,5249
"NR","PAED","AT",2012,1234
"NR","PAED","BE",2012,1378
"NR","PAED","BG",2012,1426
"NR","PAED","CH",2012,1473
"NR","PAED","CZ",2012,1285
"NR","PAED","DE",2012,13047
"NR","PAED","DK",2012,400
"NR","PAED","EE",2012,161
"NR","PAED","EL",2012,3326
"NR","PAED","ES",2012,12029
"NR","PAED","FI",2012,788
"NR","PAED","FR",2012,7466
"NR","PAED","HR",2012,752
"NR","PAED","IE",2012,455
"NR","PAED","IS",2012,14
"NR","PAED","IT",2012,17270
"NR","PAED","LI",2012,5
"NR","PAED","LT",2012,835
"NR","PAED","LU",2012,83
"NR","PAED","LV",2012,249
"NR","PAED","ME",2012,169
"NR","PAED","MK",2012,394
"NR","PAED","MT",2012,63
"NR","PAED","NL",2012,1556
"NR","PAED","NO",2012,673
"NR","PAED","PL",2012,4880
"NR","PAED","PT",2012,1773
"NR","PAED","RO",2012,2402
"NR","PAED","RS",2012,2016
"NR","PAED","SE",2012,981
"NR","PAED","SI",2012,524
"NR","PAED","TR",2012,6724
"NR","PAED","UK",2012,9339
"NR","PSY","AT",2012,1300
"NR","PSY","BE",2012,1890
"NR","PSY","BG",2012,549
"NR","PSY","CH",2012,3768
"NR","PSY","CZ",2012,1518
"NR","PSY","DE",2012,21390
"NR","PSY","DK",2012,1040
"NR","PSY","EE",2012,182
"NR","PSY","EL",2012,1907
"NR","PSY","ES",2012,4837
"NR","PSY","FI",2012,1521
"NR","PSY","FR",2012,14506
"NR","PSY","HR",2012,637
"NR","PSY","IE",2012,978
"NR","PSY","IS",2012,68
"NR","PSY","IT",2012,10598
"NR","PSY","LI",2012,10
"NR","PSY","LT",2012,646
"NR","PSY","LU",2012,109
"NR","PSY","LV",2012,324
"NR","PSY","ME",2012,67
"NR","PSY","MK",2012,193
"NR","PSY","MT",2012,27
"NR","PSY","NL",2012,3609
"NR","PSY","NO",2012,1167
"NR","PSY","PL",2012,3202
"NR","PSY","PT",2012,1176
"NR","PSY","RO",2012,2011
"NR","PSY","RS",2012,989
"NR","PSY","SE",2012,2109
"NR","PSY","SI",2012,231
"NR","PSY","TR",2012,3041
"NR","PSY","UK",2012,11696
"NR","SPEC","AL",2012,2093
"NR","SPEC","AT",2012,21107
"NR","SPEC","BE",2012,19831
"NR","SPEC","BG",2012,23502
"NR","SPEC","CH",2012,17958
"NR","SPEC","CZ",2012,30716
"NR","SPEC","DE",2012,242000
"NR","SPEC","DK",2012,9110
"NR","SPEC","EE",2012,2870
"NR","SPEC","EL",2012,41116
"NR","SPEC","ES",2012,112699
"NR","SPEC","FI",2012,10454
"NR","SPEC","FR",2012,108501
"NR","SPEC","HR",2012,9401
"NR","SPEC","IE",2012,6835
"NR","SPEC","IS",2012,703
"NR","SPEC","IT",2012,176627
"NR","SPEC","LI",2012,79
"NR","SPEC","LT",2012,9907
"NR","SPEC","LU",2012,1048
"NR","SPEC","LV",2012,5058
"NR","SPEC","ME",2012,1072
"NR","SPEC","MK",2012,3692
"NR","SPEC","MT",2012,659
"NR","SPEC","NL",2012,30376
"NR","SPEC","NO",2012,8484
"NR","SPEC","PL",2012,72380
"NR","SPEC","PT",2012,22465
"NR","SPEC","RO",2012,35621
"NR","SPEC","RS",2012,15820
"NR","SPEC","SE",2012,20439
"NR","SPEC","SI",2012,3948
"NR","SPEC","TR",2012,88371
"NR","SPEC","UK",2012,122061
"NR","SURG","AT",2012,7905
"NR","SURG","BE",2012,6150
"NR","SURG","BG",2012,6677
"NR","SURG","CH",2012,5663
"NR","SURG","CZ",2012,9316
"NR","SURG","DE",2012,87108
"NR","SURG","DK",2012,3261
"NR","SURG","EE",2012,946
"NR","SURG","EL",2012,11562
"NR","SURG","ES",2012,42530
"NR","SURG","FI",2012,2879
"NR","SURG","FR",2012,29372
"NR","SURG","HR",2012,2513
"NR","SURG","IE",2012,2255
"NR","SURG","IS",2012,222
"NR","SURG","IT",2012,55128
"NR","SURG","LI",2012,25
"NR","SURG","LT",2012,2984
"NR","SURG","LU",2012,328
"NR","SURG","LV",2012,1400
"NR","SURG","ME",2012,245
"NR","SURG","MK",2012,855
"NR","SURG","MT",2012,252
"NR","SURG","NL",2012,6368
"NR","SURG","NO",2012,2439
"NR","SURG","PL",2012,20144
"NR","SURG","PT",2012,6669
"NR","SURG","RO",2012,9497
"NR","SURG","RS",2012,3868
"NR","SURG","SE",2012,6157
"NR","SURG","SI",2012,1050
"NR","SURG","TR",2012,30251
"NR","SURG","UK",2012,47797
"NR","SURG_ANE","AT",2012,2395
"NR","SURG_ANE","BE",2012,1802
"NR","SURG_ANE","BG",2012,1455
"NR","SURG_ANE","CH",2012,1764
"NR","SURG_ANE","CZ",2012,1975
"NR","SURG_ANE","DE",2012,19324
"NR","SURG_ANE","DK",2012,974
"NR","SURG_ANE","EE",2012,265
"NR","SURG_ANE","EL",2012,1867
"NR","SURG_ANE","ES",2012,10839
"NR","SURG_ANE","FI",2012,778
"NR","SURG_ANE","FR",2012,11097
"NR","SURG_ANE","HR",2012,723
"NR","SURG_ANE","IE",2012,745
"NR","SURG_ANE","IS",2012,57
"NR","SURG_ANE","IT",2012,12190
"NR","SURG_ANE","LI",2012,5
"NR","SURG_ANE","LT",2012,899
"NR","SURG_ANE","LU",2012,92
"NR","SURG_ANE","LV",2012,375
"NR","SURG_ANE","ME",2012,68
"NR","SURG_ANE","MK",2012,202
"NR","SURG_ANE","MT",2012,83
"NR","SURG_ANE","NL",2012,1849
"NR","SURG_ANE","NO",2012,751
"NR","SURG_ANE","PL",2012,4821
"NR","SURG_ANE","PT",2012,1684
"NR","SURG_ANE","RO",2012,1777
"NR","SURG_ANE","RS",2012,931
"NR","SURG_ANE","SE",2012,1605
"NR","SURG_ANE","SI",2012,278
"NR","SURG_ANE","TR",2012,5713
"NR","SURG_ANE","UK",2012,14530
"NR","SURG_EME","AT",2012,1087
"NR","SURG_EME","BE",2012,322
"NR","SURG_EME","BG",2012,991
"NR","SURG_EME","CH",2012,0
"NR","SURG_EME","CZ",2012,826
"NR","SURG_EME","DE",2012,0
"NR","SURG_EME","DK",2012,0
"NR","SURG_EME","EE",2012,137
"NR","SURG_EME","EL",2012,207
"NR","SURG_EME","ES",2012,8241
"NR","SURG_EME","FI",2012,0
"NR","SURG_EME","HR",2012,121
"NR","SURG_EME","IE",2012,174
"NR","SURG_EME","IS",2012,12
"NR","SURG_EME","IT",2012,3960
"NR","SURG_EME","LI",2012,2
"NR","SURG_EME","LT",2012,449
"NR","SURG_EME","LU",2012,0
"NR","SURG_EME","LV",2012,135
"NR","SURG_EME","ME",2012,8
"NR","SURG_EME","MK",2012,7
"NR","SURG_EME","MT",2012,28
"NR","SURG_EME","NL",2012,183
"NR","SURG_EME","PL",2012,960
"NR","SURG_EME","PT",2012,0
"NR","SURG_EME","RO",2012,1310
"NR","SURG_EME","RS",2012,524
"NR","SURG_EME","SE",2012,61
"NR","SURG_EME","SI",2012,79
"NR","SURG_EME","TR",2012,1890
"NR","SURG_EME","UK",2012,7541
"NR","SURG_GEN","AT",2012,1716
"NR","SURG_GEN","BE",2012,1285
"NR","SURG_GEN","BG",2012,1628
"NR","SURG_GEN","CH",2012,1360
"NR","SURG_GEN","CZ",2012,2540
"NR","SURG_GEN","DE",2012,12362
"NR","SURG_GEN","DK",2012,509
"NR","SURG_GEN","EE",2012,186
"NR","SURG_GEN","EL",2012,2348
"NR","SURG_GEN","ES",2012,5398
"NR","SURG_GEN","FI",2012,474
"NR","SURG_GEN","FR",2012,4806
"NR","SURG_GEN","HR",2012,784
"NR","SURG_GEN","IE",2012,521
"NR","SURG_GEN","IS",2012,39
"NR","SURG_GEN","IT",2012,9877
"NR","SURG_GEN","LI",2012,2
"NR","SURG_GEN","LT",2012,647
"NR","SURG_GEN","LU",2012,64
"NR","SURG_GEN","LV",2012,324
"NR","SURG_GEN","ME",2012,82
"NR","SURG_GEN","MK",2012,285
"NR","SURG_GEN","MT",2012,46
"NR","SURG_GEN","NL",2012,1550
"NR","SURG_GEN","NO",2012,426
"NR","SURG_GEN","PL",2012,6081
"NR","SURG_GEN","PT",2012,1701
"NR","SURG_GEN","RO",2012,2327
"NR","SURG_GEN","RS",2012,1034
"NR","SURG_GEN","SE",2012,1487
"NR","SURG_GEN","SI",2012,337
"NR","SURG_GEN","TR",2012,6257
"NR","SURG_GEN","UK",2012,8801
"NR","SURG_NEU","AT",2012,194
"NR","SURG_NEU","BE",2012,180
"NR","SURG_NEU","BG",2012,167
"NR","SURG_NEU","CH",2012,146
"NR","SURG_NEU","CZ",2012,207
"NR","SURG_NEU","DE",2012,1725
"NR","SURG_NEU","DK",2012,90
"NR","SURG_NEU","EE",2012,17
"NR","SURG_NEU","EL",2012,349
"NR","SURG_NEU","ES",2012,765
"NR","SURG_NEU","FI",2012,66
"NR","SURG_NEU","FR",2012,485
"NR","SURG_NEU","HR",2012,84
"NR","SURG_NEU","IE",2012,35
"NR","SURG_NEU","IS",2012,5
"NR","SURG_NEU","IT",2012,711
"NR","SURG_NEU","LI",2012,2
"NR","SURG_NEU","LT",2012,86
"NR","SURG_NEU","LU",2012,13
"NR","SURG_NEU","LV",2012,50
"NR","SURG_NEU","ME",2012,11
"NR","SURG_NEU","MK",2012,21
"NR","SURG_NEU","MT",2012,6
"NR","SURG_NEU","NL",2012,163
"NR","SURG_NEU","NO",2012,61
"NR","SURG_NEU","PL",2012,505
"NR","SURG_NEU","PT",2012,182
"NR","SURG_NEU","RO",2012,302
"NR","SURG_NEU","RS",2012,86
"NR","SURG_NEU","SE",2012,115
"NR","SURG_NEU","SI",2012,18
"NR","SURG_NEU","TR",2012,1886
"NR","SURG_NEU","UK",2012,812
"NR","SURG_OPH","AT",2012,851
"NR","SURG_OPH","BE",2012,1016
"NR","SURG_OPH","BG",2012,642
"NR","SURG_OPH","CH",2012,856
"NR","SURG_OPH","CZ",2012,1289
"NR","SURG_OPH","DE",2012,6716
"NR","SURG_OPH","DK",2012,329
"NR","SURG_OPH","EE",2012,123
"NR","SURG_OPH","EL",2012,2029
